User ID,Exercise ID,Rating
1,1,5
2,1,1
3,1,5
4,1,4
5,1,2
6,1,4
7,1,5
8,1,2
9,1,3
10,1,1
11,1,5
12,1,3
13,1,5
14,1,2
15,1,5
16,1,5
17,1,5
18,1,3
19,1,4
20,1,3
21,1,5
22,1,4
23,1,5
24,1,3
25,1,1
26,1,4
27,1,2
28,1,3
29,1,5
30,1,4
31,1,4
32,1,4
33,1,4
34,1,2
35,1,5
36,1,4
37,1,3
38,1,4
39,1,1
40,1,4
41,1,2
42,1,3
43,1,2
44,1,4
45,1,4
46,1,2
47,1,3
48,1,2
49,1,4
50,1,2
51,1,3
52,1,1
53,1,5
54,1,4
55,1,3
56,1,5
57,1,4
58,1,5
59,1,5
60,1,5
61,1,5
62,1,3
63,1,1
64,1,4
65,1,2
66,1,2
67,1,4
68,1,4
69,1,5
70,1,2
71,1,3
72,1,4
73,1,5
74,1,3
75,1,1
76,1,4
77,1,4
78,1,1
79,1,2
80,1,4
81,1,2
82,1,4
83,1,4
84,1,2
85,1,2
86,1,4
87,1,5
88,1,3
89,1,3
90,1,5
91,1,3
92,1,4
93,1,3
94,1,3
95,1,2
96,1,5
97,1,3
98,1,4
99,1,2
100,1,4
101,1,5
102,1,5
103,1,3
104,1,3
105,1,5
106,1,4
107,1,1
108,1,3
109,1,4
110,1,4
111,1,2
112,1,5
113,1,1
114,1,3
115,1,4
116,1,1
117,1,1
118,1,4
119,1,5
120,1,5
121,1,3
122,1,2
123,1,3
124,1,4
125,1,4
126,1,5
127,1,3
128,1,1
129,1,4
130,1,1
131,1,1
132,1,5
133,1,3
134,1,2
135,1,5
136,1,5
137,1,5
138,1,4
139,1,5
140,1,2
141,1,4
142,1,3
143,1,4
144,1,3
145,1,5
146,1,1
147,1,3
148,1,2
149,1,2
150,1,5
151,1,5
152,1,1
153,1,3
154,1,1
155,1,4
156,1,3
157,1,5
158,1,3
159,1,4
160,1,4
161,1,5
162,1,2
163,1,4
164,1,4
165,1,5
166,1,3
167,1,3
168,1,4
169,1,2
170,1,3
171,1,3
172,1,3
173,1,2
174,1,5
175,1,3
176,1,1
177,1,1
178,1,5
179,1,3
180,1,5
181,1,4
182,1,2
183,1,4
184,1,5
185,1,4
186,1,2
187,1,4
188,1,5
189,1,1
190,1,4
191,1,3
192,1,4
193,1,4
194,1,4
195,1,2
196,1,2
197,1,2
198,1,5
199,1,1
200,1,4
201,1,3
202,1,3
203,1,2
204,1,2
205,1,3
206,1,4
207,1,1
208,1,2
209,1,1
210,1,4
211,1,4
212,1,5
213,1,5
214,1,5
215,1,2
216,1,5
217,1,1
218,1,2
219,1,3
220,1,5
221,1,1
222,1,3
223,1,4
224,1,4
225,1,5
226,1,2
227,1,3
228,1,4
229,1,2
230,1,2
231,1,4
232,1,5
233,1,4
234,1,4
235,1,2
236,1,2
237,1,2
238,1,4
239,1,1
240,1,4
241,1,4
242,1,4
243,1,2
244,1,5
245,1,5
246,1,4
247,1,3
248,1,5
249,1,3
250,1,3
1,2,4
2,2,1
3,2,5
4,2,4
5,2,2
6,2,4
7,2,4
8,2,3
9,2,5
10,2,4
11,2,4
12,2,2
13,2,5
14,2,3
15,2,4
16,2,4
17,2,5
18,2,3
19,2,5
20,2,3
21,2,4
22,2,2
23,2,5
24,2,2
25,2,4
26,2,2
27,2,4
28,2,2
29,2,5
30,2,5
31,2,1
32,2,2
33,2,3
34,2,3
35,2,5
36,2,4
37,2,2
38,2,4
39,2,5
40,2,4
41,2,2
42,2,1
43,2,1
44,2,5
45,2,5
46,2,5
47,2,4
48,2,1
49,2,5
50,2,3
51,2,4
52,2,2
53,2,5
54,2,4
55,2,3
56,2,4
57,2,5
58,2,4
59,2,4
60,2,4
61,2,4
62,2,4
63,2,5
64,2,5
65,2,3
66,2,3
67,2,4
68,2,4
69,2,4
70,2,2
71,2,3
72,2,5
73,2,4
74,2,1
75,2,3
76,2,4
77,2,5
78,2,3
79,2,2
80,2,5
81,2,5
82,2,5
83,2,2
84,2,4
85,2,3
86,2,5
87,2,5
88,2,3
89,2,2
90,2,4
91,2,2
92,2,4
93,2,3
94,2,3
95,2,5
96,2,4
97,2,2
98,2,3
99,2,1
100,2,3
101,2,5
102,2,5
103,2,3
104,2,2
105,2,5
106,2,5
107,2,2
108,2,2
109,2,4
110,2,4
111,2,3
112,2,2
113,2,5
114,2,4
115,2,5
116,2,4
117,2,3
118,2,5
119,2,4
120,2,5
121,2,3
122,2,1
123,2,2
124,2,3
125,2,3
126,2,5
127,2,3
128,2,1
129,2,5
130,2,1
131,2,3
132,2,5
133,2,1
134,2,3
135,2,5
136,2,5
137,2,4
138,2,2
139,2,4
140,2,3
141,2,3
142,2,3
143,2,4
144,2,3
145,2,5
146,2,2
147,2,1
148,2,2
149,2,3
150,2,5
151,2,5
152,2,3
153,2,3
154,2,2
155,2,5
156,2,3
157,2,5
158,2,3
159,2,4
160,2,5
161,2,4
162,2,3
163,2,4
164,2,2
165,2,4
166,2,2
167,2,1
168,2,2
169,2,3
170,2,3
171,2,3
172,2,4
173,2,3
174,2,4
175,2,3
176,2,3
177,2,3
178,2,5
179,2,3
180,2,4
181,2,3
182,2,1
183,2,3
184,2,5
185,2,2
186,2,2
187,2,4
188,2,4
189,2,3
190,2,5
191,2,4
192,2,4
193,2,5
194,2,4
195,2,2
196,2,5
197,2,3
198,2,5
199,2,3
200,2,2
201,2,2
202,2,1
203,2,3
204,2,3
205,2,3
206,2,2
207,2,1
208,2,3
209,2,3
210,2,5
211,2,2
212,2,5
213,2,4
214,2,5
215,2,1
216,2,5
217,2,3
218,2,3
219,2,3
220,2,5
221,2,2
222,2,3
223,2,5
224,2,2
225,2,4
226,2,2
227,2,3
228,2,3
229,2,3
230,2,1
231,2,4
232,2,4
233,2,3
234,2,4
235,2,3
236,2,3
237,2,2
238,2,4
239,2,2
240,2,1
241,2,4
242,2,4
243,2,1
244,2,4
245,2,4
246,2,5
247,2,2
248,2,5
249,2,3
250,2,1
1,3,5
2,3,2
3,3,5
4,3,4
5,3,3
6,3,4
7,3,5
8,3,4
9,3,1
10,3,4
11,3,5
12,3,2
13,3,5
14,3,3
15,3,4
16,3,1
17,3,5
18,3,3
19,3,4
20,3,2
21,3,5
22,3,2
23,3,4
24,3,4
25,3,2
26,3,4
27,3,3
28,3,5
29,3,5
30,3,5
31,3,2
32,3,2
33,3,2
34,3,2
35,3,5
36,3,4
37,3,3
38,3,4
39,3,2
40,3,4
41,3,2
42,3,1
43,3,2
44,3,5
45,3,1
46,3,1
47,3,4
48,3,3
49,3,4
50,3,3
51,3,3
52,3,2
53,3,5
54,3,4
55,3,3
56,3,5
57,3,5
58,3,4
59,3,4
60,3,5
61,3,5
62,3,3
63,3,4
64,3,5
65,3,3
66,3,2
67,3,2
68,3,5
69,3,4
70,3,2
71,3,3
72,3,5
73,3,5
74,3,4
75,3,3
76,3,4
77,3,4
78,3,2
79,3,3
80,3,5
81,3,3
82,3,5
83,3,3
84,3,4
85,3,2
86,3,4
87,3,5
88,3,3
89,3,3
90,3,5
91,3,3
92,3,4
93,3,3
94,3,1
95,3,3
96,3,4
97,3,3
98,3,4
99,3,3
100,3,1
101,3,5
102,3,4
103,3,4
104,3,2
105,3,4
106,3,4
107,3,3
108,3,2
109,3,5
110,3,5
111,3,3
112,3,2
113,3,4
114,3,2
115,3,4
116,3,5
117,3,4
118,3,4
119,3,4
120,3,5
121,3,3
122,3,4
123,3,2
124,3,2
125,3,4
126,3,4
127,3,4
128,3,2
129,3,4
130,3,3
131,3,2
132,3,4
133,3,3
134,3,3
135,3,5
136,3,4
137,3,4
138,3,4
139,3,5
140,3,3
141,3,1
142,3,1
143,3,5
144,3,1
145,3,5
146,3,1
147,3,3
148,3,3
149,3,2
150,3,4
151,3,5
152,3,2
153,3,3
154,3,3
155,3,5
156,3,3
157,3,5
158,3,4
159,3,4
160,3,4
161,3,5
162,3,1
163,3,5
164,3,2
165,3,4
166,3,2
167,3,1
168,3,4
169,3,1
170,3,2
171,3,2
172,3,4
173,3,2
174,3,5
175,3,1
176,3,5
177,3,2
178,3,5
179,3,3
180,3,5
181,3,3
182,3,3
183,3,2
184,3,5
185,3,3
186,3,1
187,3,2
188,3,5
189,3,2
190,3,4
191,3,4
192,3,4
193,3,5
194,3,3
195,3,2
196,3,1
197,3,2
198,3,5
199,3,2
200,3,2
201,3,3
202,3,3
203,3,2
204,3,2
205,3,2
206,3,4
207,3,3
208,3,3
209,3,2
210,3,5
211,3,1
212,3,5
213,3,4
214,3,4
215,3,2
216,3,5
217,3,2
218,3,1
219,3,1
220,3,4
221,3,4
222,3,3
223,3,4
224,3,3
225,3,4
226,3,2
227,3,2
228,3,2
229,3,2
230,3,3
231,3,4
232,3,4
233,3,3
234,3,5
235,3,3
236,3,3
237,3,2
238,3,2
239,3,2
240,3,1
241,3,5
242,3,4
243,3,3
244,3,4
245,3,5
246,3,4
247,3,2
248,3,5
249,3,2
250,3,3
1,4,5
2,4,3
3,4,5
4,4,3
5,4,4
6,4,5
7,4,5
8,4,4
9,4,3
10,4,3
11,4,4
12,4,2
13,4,4
14,4,3
15,4,4
16,4,3
17,4,5
18,4,3
19,4,5
20,4,3
21,4,5
22,4,2
23,4,5
24,4,4
25,4,4
26,4,2
27,4,1
28,4,4
29,4,4
30,4,4
31,4,3
32,4,2
33,4,4
34,4,1
35,4,5
36,4,5
37,4,1
38,4,5
39,4,1
40,4,4
41,4,3
42,4,2
43,4,3
44,4,5
45,4,3
46,4,5
47,4,4
48,4,3
49,4,4
50,4,3
51,4,2
52,4,1
53,4,4
54,4,3
55,4,3
56,4,5
57,4,4
58,4,5
59,4,5
60,4,5
61,4,5
62,4,1
63,4,2
64,4,4
65,4,2
66,4,2
67,4,5
68,4,4
69,4,4
70,4,3
71,4,2
72,4,5
73,4,4
74,4,3
75,4,3
76,4,5
77,4,5
78,4,3
79,4,3
80,4,4
81,4,5
82,4,5
83,4,4
84,4,3
85,4,2
86,4,4
87,4,4
88,4,3
89,4,3
90,4,5
91,4,3
92,4,5
93,4,2
94,4,3
95,4,2
96,4,3
97,4,2
98,4,2
99,4,2
100,4,2
101,4,4
102,4,4
103,4,2
104,4,4
105,4,5
106,4,4
107,4,2
108,4,2
109,4,5
110,4,4
111,4,4
112,4,4
113,4,3
114,4,3
115,4,4
116,4,3
117,4,4
118,4,4
119,4,5
120,4,5
121,4,3
122,4,3
123,4,2
124,4,5
125,4,3
126,4,5
127,4,2
128,4,1
129,4,5
130,4,4
131,4,2
132,4,4
133,4,3
134,4,2
135,4,4
136,4,5
137,4,4
138,4,4
139,4,5
140,4,3
141,4,3
142,4,2
143,4,4
144,4,2
145,4,4
146,4,2
147,4,3
148,4,3
149,4,3
150,4,5
151,4,5
152,4,3
153,4,2
154,4,2
155,4,5
156,4,3
157,4,4
158,4,4
159,4,3
160,4,3
161,4,5
162,4,3
163,4,4
164,4,3
165,4,5
166,4,3
167,4,3
168,4,1
169,4,1
170,4,3
171,4,3
172,4,5
173,4,2
174,4,5
175,4,2
176,4,3
177,4,3
178,4,5
179,4,1
180,4,4
181,4,2
182,4,2
183,4,3
184,4,5
185,4,1
186,4,2
187,4,2
188,4,4
189,4,1
190,4,5
191,4,4
192,4,5
193,4,5
194,4,2
195,4,1
196,4,1
197,4,2
198,4,5
199,4,3
200,4,3
201,4,2
202,4,5
203,4,3
204,4,4
205,4,4
206,4,1
207,4,3
208,4,3
209,4,2
210,4,4
211,4,3
212,4,4
213,4,5
214,4,5
215,4,3
216,4,4
217,4,3
218,4,2
219,4,3
220,4,4
221,4,1
222,4,3
223,4,4
224,4,3
225,4,5
226,4,2
227,4,2
228,4,4
229,4,3
230,4,3
231,4,3
232,4,4
233,4,4
234,4,4
235,4,2
236,4,3
237,4,2
238,4,3
239,4,2
240,4,4
241,4,5
242,4,5
243,4,2
244,4,5
245,4,4
246,4,4
247,4,1
248,4,5
249,4,3
250,4,3
1,5,5
2,5,1
3,5,4
4,5,4
5,5,1
6,5,4
7,5,5
8,5,2
9,5,2
10,5,2
11,5,4
12,5,2
13,5,4
14,5,1
15,5,5
16,5,3
17,5,4
18,5,2
19,5,5
20,5,2
21,5,5
22,5,4
23,5,4
24,5,3
25,5,5
26,5,2
27,5,3
28,5,1
29,5,5
30,5,5
31,5,3
32,5,3
33,5,2
34,5,3
35,5,4
36,5,5
37,5,4
38,5,5
39,5,1
40,5,5
41,5,4
42,5,3
43,5,2
44,5,5
45,5,3
46,5,2
47,5,3
48,5,3
49,5,5
50,5,3
51,5,4
52,5,4
